Adottarlo	Adottar,lo
cucendoteli	cucendo,te,li
cucendotelo	cucendo,te,lo
cucendotene	cucendo,te,ne
cucendoti	cucendo,ti
cucendovela	cucendo,ve,la
cucendovele	cucendo,ve,le
cucendoveli	cucendo,ve,li
cucendovelo	cucendo,ve,lo
cucendovene	cucendo,ve,ne
cucendovi	cucendo,vi
cuciamocela	cuciamo,ce,la
cuciamocele	cuciamo,ce,le
cuciamoceli	cuciamo,ce,li
cuciamocelo	cuciamo,ce,lo
cuciamocene	cuciamo,ce,ne
cuciamoci	cuciamo,ci
cuciamola	cuciamo,la
cuciamole	cuciamo,le
cuciamoli	cuciamo,li
cuciamolo	cuciamo,lo
cuciamone	cuciamo,ne
cucicela	cuci,ce,la
cucicele	cuci,ce,le
cuciceli	cuci,ce,li
cucicelo	cuci,ce,lo
cucicene	cuci,ce,ne
cucici	cuci,ci
cucigli	cuci,gli
cucigliela	cuci,glie,la
cucigliele	cuci,glie,le
cuciglieli	cuci,glie,li
cuciglielo	cuci,glie,lo
cucigliene	cuci,glie,ne
cucila	cuci,la
cucile	cuci,le
cucili	cuci,li
cucilo	cuci,lo
cucimela	cuci,me,la
cucimele	cuci,me,le
cucimeli	cuci,me,li
cucimelo	cuci,me,lo
cucimene	cuci,me,ne
cucimi	cuci,mi
cucine	cuci,ne
cucircela	cucir,ce,la
cucircele	cucir,ce,le
cucirceli	cucir,ce,li
cucircelo	cucir,ce,lo
cucircene	cucir,ce,ne
cucirci	cucir,ci
cucirgli	cucir,gli
cucirgliela	cucir,glie,la
cucirgliele	cucir,glie,le
cucirglieli	cucir,glie,li
cucirglielo	cucir,glie,lo
cucirgliene	cucir,glie,ne
cucirla	cucir,la
cucirle	cucir,le
cucirli	cucir,li
cucirlo	cucir,lo
cucirmela	cucir,me,la
cucirmele	cucir,me,le
cucirmeli	cucir,me,li
cucirmelo	cucir,me,lo
cucirmene	cucir,me,ne
cucirmi	cucir,mi
cucirne	cucir,ne
cucirsela	cucir,se,la
cucirsele	cucir,se,le
cucirseli	cucir,se,li
cucirselo	cucir,se,lo
cucirsene	cucir,se,ne
cucirsi	cucir,si
cucirtela	cucir,te,la
cucirtele	cucir,te,le
cucirteli	cucir,te,li
cucirtelo	cucir,te,lo
cucirtene	cucir,te,ne
cucirti	cucir,ti
cucirvela	cucir,ve,la
cucirvele	cucir,ve,le
cucirveli	cucir,ve,li
cucirvelo	cucir,ve,lo
cucirvene	cucir,ve,ne
cucirvi	cucir,vi
cucisela	cuci,se,la
cucisele	cuci,se,le
cuciseli	cuci,se,li
cuciselo	cuci,se,lo
cucisene	cuci,se,ne
cucisi	cuci,si
cucitane	cucita,ne
cucitasi	cucita,si
cucitecela	cucite,ce,la
cucitecele	cucite,ce,le
cuciteceli	cucite,ce,li
cucitecelo	cucite,ce,lo
cucitecene	cucite,ce,ne
cuciteci	cucite,ci
cucitela	cuci,te,la
cucitele	cuci,te,le
cuciteli	cuci,te,li
cucitelo	cuci,te,lo
cucitemela	cucite,me,la
cucitemele	cucite,me,le
cucitemeli	cucite,me,li
cucitemelo	cucite,me,lo
cucitemi	cucite,mi
cucitene	cuci,te,ne
cucitesi	cucite,si
cucitevela	cucite,ve,la
cucitevele	cucite,ve,le
cuciteveli	cucite,ve,li
cucitevelo	cucite,ve,lo
cucitevene	cucite,ve,ne
cucitevi	cucite,vi
cuciti	cuci,ti
cucitisi	cuciti,si
cucitone	cucito,ne
cucitosi	cucito,si
cucivela	cuci,ve,la
cucivele	cuci,ve,le
cuciveli	cuci,ve,li
cucivelo	cuci,ve,lo
cucivene	cuci,ve,ne
cucivi	cuci,vi
cuocendocela	cuocendo,ce,la
cuocendocele	cuocendo,ce,le
cuocendoceli	cuocendo,ce,li
cuocendocelo	cuocendo,ce,lo
cuocendocene	cuocendo,ce,ne
cuocendoci	cuocendo,ci
cuocendogli	cuocendo,gli
cuocendogliela	cuocendo,glie,la
cuocendogliele	cuocendo,glie,le
cuocendoglieli	cuocendo,glie,li
cuocendoglielo	cuocendo,glie,lo
cuocendogliene	cuocendo,glie,ne
cuocendola	cuocendo,la
cuocendole	cuocendo,le
cuocendoli	cuocendo,li
cuocendolo	cuocendo,lo
cuocendomela	cuocendo,me,la
cuocendomele	cuocendo,me,le
cuocendomeli	cuocendo,me,li
cuocendomelo	cuocendo,me,lo
cuocendomene	cuocendo,me,ne
cuocendomi	cuocendo,mi
cuocendone	cuocendo,ne
cuocendosela	cuocendo,se,la
cuocendosele	cuocendo,se,le
cuocendoseli	cuocendo,se,li
cuocendoselo	cuocendo,se,lo
cuocendosene	cuocendo,se,ne
cuocendosi	cuocendo,si
cuocendotela	cuocendo,te,la
cuocendotele	cuocendo,te,le
cuocendoteli	cuocendo,te,li
cuocendotelo	cuocendo,te,lo
cuocendotene	cuocendo,te,ne
cuocendoti	cuocendo,ti
cuocendovela	cuocendo,ve,la
cuocendovele	cuocendo,ve,le
cuocendoveli	cuocendo,ve,li
cuocendovelo	cuocendo,ve,lo
cuocendovene	cuocendo,ve,ne
cuocendovi	cuocendo,vi
cuocercela	cuocer,ce,la
cuocercele	cuocer,ce,le
cuocerceli	cuocer,ce,li
cuocercelo	cuocer,ce,lo
cuocercene	cuocer,ce,ne
cuocerci	cuocer,ci
cuocergli	cuocer,gli
cuocergliela	cuocer,glie,la
cuocergliele	cuocer,glie,le
cuocerglieli	cuocer,glie,li
cuocerglielo	cuocer,glie,lo
cuocergliene	cuocer,glie,ne
cuocerla	cuocer,la
cuocerle	cuocer,le
cuocerli	cuocer,li
cuocerlo	cuocer,lo
cuocermela	cuocer,me,la
cuocermele	cuocer,me,le
cuocermeli	cuocer,me,li
cuocermelo	cuocer,me,lo
cuocermene	cuocer,me,ne
cuocermi	cuocer,mi
cuocerne	cuocer,ne
cuocersela	cuocer,se,la
cuocersele	cuocer,se,le
cuocerseli	cuocer,se,li
cuocerselo	cuocer,se,lo
cuocersene	cuocer,se,ne
cuocersi	cuocer,si
cuocertela	cuocer,te,la
cuocertele	cuocer,te,le
cuocerteli	cuocer,te,li
cuocertelo	cuocer,te,lo
cuocertene	cuocer,te,ne
cuocerti	cuocer,ti
cuocervela	cuocer,ve,la
cuocervele	cuocer,ve,le
cuocerveli	cuocer,ve,li
cuocervelo	cuocer,ve,lo
cuocervene	cuocer,ve,ne
cuocervi	cuocer,vi
cuocetecela	cuocete,ce,la
cuocetecele	cuocete,ce,le
cuoceteceli	cuocete,ce,li
cuocetecelo	cuocete,ce,lo
cuocetecene	cuocete,ce,ne
cuoceteci	cuocete,ci
cuocetela	cuocete,la
cuocetele	cuocete,le
cuoceteli	cuocete,li
cuocetelo	cuocete,lo
cuocetemela	cuocete,me,la
cuocetemele	cuocete,me,le
cuocetemeli	cuocete,me,li
cuocetemelo	cuocete,me,lo
cuocetemi	cuocete,mi
cuocetene	cuocete,ne
cuocetevela	cuocete,ve,la
cuocetevele	cuocete,ve,le
cuoceteveli	cuocete,ve,li
cuocetevelo	cuocete,ve,lo
cuocetevene	cuocete,ve,ne
cuocetevi	cuocete,vi
cuociamocela	cuociamo,ce,la
cuociamocele	cuociamo,ce,le
cuociamoceli	cuociamo,ce,li
cuociamocelo	cuociamo,ce,lo
cuociamocene	cuociamo,ce,ne
cuociamoci	cuociamo,ci
cuociamola	cuociamo,la
cuociamole	cuociamo,le
cuociamoli	cuociamo,li
cuociamolo	cuociamo,lo
cuociamone	cuociamo,ne
cuocicela	cuoci,ce,la
cuocicele	cuoci,ce,le
cuociceli	cuoci,ce,li
cuocicelo	cuoci,ce,lo
cuocicene	cuoci,ce,ne
cuocici	cuoci,ci
cuocigli	cuoci,gli
cuocigliela	cuoci,glie,la
cuocigliele	cuoci,glie,le
cuociglieli	cuoci,glie,li
cuociglielo	cuoci,glie,lo
cuocigliene	cuoci,glie,ne
cuocila	cuoci,la
cuocile	cuoci,le
cuocili	cuoci,li
cuocilo	cuoci,lo
cuocimela	cuoci,me,la
cuocimele	cuoci,me,le
cuocimeli	cuoci,me,li
cuocimelo	cuoci,me,lo
cuocimene	cuoci,me,ne
cuocimi	cuoci,mi
cuocine	cuoci,ne
cuocisela	cuoci,se,la
cuocisele	cuoci,se,le
cuociseli	cuoci,se,li
cuociselo	cuoci,se,lo
cuocisene	cuoci,se,ne
cuocisi	cuoci,si
cuocitela	cuoci,te,la
cuocitele	cuoci,te,le
cuociteli	cuoci,te,li
cuocitelo	cuoci,te,lo
cuocitene	cuoci,te,ne
cuociti	cuoci,ti
cuocivela	cuoci,ve,la
cuocivele	cuoci,ve,le
cuociveli	cuoci,ve,li
cuocivelo	cuoci,ve,lo
cuocivene	cuoci,ve,ne
cuocivi	cuoci,vi
curarsi	curar,si
custodirla	custodir,la
dagli	da,gli
dai	da,i
dal	da,il
dall'	da,l'
dalla	da,la
dalle	da,le
dallo	da,lo
dall’	da,l’
dandocela	dando,ce,la
dandocele	dando,ce,le
dandoceli	dando,ce,li
dandocelo	dando,ce,lo
dandocene	dando,ce,ne
dandoci	dando,ci
dandogli	dando,gli
dandogliela	dando,glie,la
dandogliele	dando,glie,le
dandoglieli	dando,glie,li
dandoglielo	dando,glie,lo
dandogliene	dando,glie,ne
dandola	dando,la
dandole	dando,le
dandoli	dando,li
dandolo	dando,lo
dandomela	dando,me,la
dandomele	dando,me,le
dandomeli	dando,me,li
dandomelo	dando,me,lo
dandomene	dando,me,ne
dandomi	dando,mi
dandone	dando,ne
dandosela	dando,se,la
dandosele	dando,se,le
dandoseli	dando,se,li
dandoselo	dando,se,lo
dandosene	dando,se,ne
dandosi	dando,si
dandotela	dando,te,la
dandotele	dando,te,le
dandoteli	dando,te,li
dandotelo	dando,te,lo
dandotene	dando,te,ne
dandoti	dando,ti
dandovela	dando,ve,la
dandovele	dando,ve,le
dandoveli	dando,ve,li
dandovelo	dando,ve,lo
dandovene	dando,ve,ne
dandovi	dando,vi
darcela	dar,ce,la
darcele	dar,ce,le
darceli	dar,ce,li
darcelo	dar,ce,lo
darcene	dar,ce,ne
darci	dar,ci
dargli	dar,gli
dargliela	dar,glie,la
dargliele	dar,glie,le
darglieli	dar,glie,li
darglielo	dar,glie,lo
dargliene	dar,glie,ne
darla	dar,la
darle	dar,le
darli	dar,li
darlo	dar,lo
darmela	dar,me,la
darmele	dar,me,le
darmeli	dar,me,li
darmelo	dar,me,lo
darmene	dar,me,ne
darmi	dar,mi
darne	dar,ne
darsela	dar,se,la
darsele	dar,se,le
darseli	dar,se,li
darselo	dar,se,lo
darsene	dar,se,ne
darsi	dar,si
dartela	dar,te,la
dartele	dar,te,le
darteli	dar,te,li
dartelo	dar,te,lo
dartene	dar,te,ne
darti	dar,ti
darvela	dar,ve,la
darvele	dar,ve,le
darveli	dar,ve,li
darvelo	dar,ve,lo
darvene	dar,ve,ne
darvi	dar,vi
datane	data,ne
datasi	data,si
datecela	date,ce,la
datecele	date,ce,le
dateceli	date,ce,li
datecelo	date,ce,lo
datecene	date,ce,ne
dateci	date,ci
datela	date,la
datele	date,le
dateli	date,li
datelo	date,lo
datemela	date,me,la
datemele	date,me,le
datemeli	date,me,li
datemelo	date,me,lo
datemi	date,mi
datene	date,ne
datesi	date,si
datevela	date,ve,la
datevele	date,ve,le
dateveli	date,ve,li
datevelo	date,ve,lo
datevene	date,ve,ne
datevi	date,vi
datisi	dati,si
datone	dato,ne
datosi	dato,si
de'	di,i
decidersi	decider,si
decorandola	decorando,la
dedicarci	dedicar,ci
dedicarsi	dedicar,si
defilarsi	defilar,si
definendolo	definendo,lo
definirli	definir,li
definirlo	definir,lo
definirsi	definir,si
degli	di,gli
dei	di,i
del	di,il
delinearsi	delinear,si
delinquercela	delinquer,ce,la
delinquercele	delinquer,ce,le
delinquerceli	delinquer,ce,li
delinquercelo	delinquer,ce,lo
delinquercene	delinquer,ce,ne
delinquerci	delinquer,ci
delinquergli	delinquer,gli
delinquergliela	delinquer,glie,la
delinquergliele	delinquer,glie,le
delinquerglieli	delinquer,glie,li
delinquerglielo	delinquer,glie,lo
delinquergliene	delinquer,glie,ne
delinquerla	delinquer,la
delinquerle	delinquer,le
delinquerli	delinquer,li
delinquerlo	delinquer,lo
delinquermela	delinquer,me,la
delinquermele	delinquer,me,le
delinquermeli	delinquer,me,li
delinquermelo	delinquer,me,lo
delinquermene	delinquer,me,ne
delinquermi	delinquer,mi
delinquerne	delinquer,ne
delinquersela	delinquer,se,la
delinquersele	delinquer,se,le
delinquerseli	delinquer,se,li
delinquerselo	delinquer,se,lo
delinquersene	delinquer,se,ne
delinquersi	delinquer,si
delinquertela	delinquer,te,la
delinquertele	delinquer,te,le
delinquerteli	delinquer,te,li
delinquertelo	delinquer,te,lo
delinquertene	delinquer,te,ne
delinquerti	delinquer,ti
delinquervela	delinquer,ve,la
delinquervele	delinquer,ve,le
delinquerveli	delinquer,ve,li
delinquervelo	delinquer,ve,lo
delinquervene	delinquer,ve,ne
delinquervi	delinquer,vi
dell'	di,l'
della	di,la
delle	di,le
dello	di,lo
dell’	di,l’
deluderli	deluder,li
depositarsi	depositar,si
deprimersi	deprimer,si
derivarsi	derivar,si
des	de,les
destituirlo	destituir,lo
desumersi	desumer,si
deteriorandoli	deteriorando,li
determinandosi	determinando,si
determinarsi	determinar,si
dettane	detta,ne
dettasi	detta,si
dettesi	dette,si
dettisi	detti,si
dettone	detto,ne
dettosi	detto,si
devolversi	devolver,si
diamocela	diamo,ce,la
diamocele	diamo,ce,le
diamoceli	diamo,ce,li
diamocelo	diamo,ce,lo
diamocene	diamo,ce,ne
diamoci	diamo,ci
diamola	diamo,la
diamole	diamo,le
diamoli	diamo,li
diamolo	diamo,lo
diamone	diamo,ne
diccela	di,ce,la
diccele	di,ce,le
dicceli	di,ce,li
diccelo	di,ce,lo
diccene	di,ce,ne
dicci	di,ci
dicendocela	dicendo,ce,la
dicendocele	dicendo,ce,le
dicendoceli	dicendo,ce,li
dicendocelo	dicendo,ce,lo
dicendocene	dicendo,ce,ne
dicendoci	dicendo,ci
dicendogli	dicendo,gli
dicendogliela	dicendo,glie,la
dicendogliele	dicendo,glie,le
dicendoglieli	dicendo,glie,li
dicendoglielo	dicendo,glie,lo
dicendogliene	dicendo,glie,ne
dicendola	dicendo,la
dicendole	dicendo,le
dicendoli	dicendo,li
dicendolo	dicendo,lo
dicendomela	dicendo,me,la
dicendomele	dicendo,me,le
dicendomeli	dicendo,me,li
dicendomelo	dicendo,me,lo
dicendomene	dicendo,me,ne
dicendomi	dicendo,mi
dicendone	dicendo,ne
dicendosela	dicendo,se,la
dicendosele	dicendo,se,le
dicendoseli	dicendo,se,li
dicendoselo	dicendo,se,lo
dicendosene	dicendo,se,ne
dicendosi	dicendo,si
dicendotela	dicendo,te,la
dicendotele	dicendo,te,le
dicendoteli	dicendo,te,li
dicendotelo	dicendo,te,lo
dicendotene	dicendo,te,ne
dicendoti	dicendo,ti
dicendovela	dicendo,ve,la
dicendovele	dicendo,ve,le
dicendoveli	dicendo,ve,li
dicendovelo	dicendo,ve,lo
dicendovene	dicendo,ve,ne
dicendovi	dicendo,vi
diciamocela	diciamo,ce,la
diciamocele	diciamo,ce,le
diciamoceli	diciamo,ce,li
diciamocelo	diciamo,ce,lo
diciamocene	diciamo,ce,ne
diciamoci	diciamo,ci
diciamola	diciamo,la
diciamole	diciamo,le
diciamoli	diciamo,li
diciamolo	diciamo,lo
diciamone	diciamo,ne
difendendosi	difendendo,si
difendersi	difender,si
differenziandosi	differenziando,si
differenziarsi	differenziar,si
diffondersi	diffonder,si
digli	di,gli
digliela	di,glie,la
digliele	di,glie,le
diglieli	di,glie,li
diglielo	di,glie,lo
digliene	di,glie,ne
dilla	di,la
dille	di,le
dilli	di,li
dillo	di,lo
dimensionandolo	dimensionando,lo
dimentichiamoci	dimentichiamo,ci
dimettersi	dimetter,si
diminuirne	diminuir,ne
dimmela	di,me,la
dimmele	di,me,le
dimmeli	di,me,li
dimmelo	di,me,lo
dimmene	di,me,ne
dimmi	di,mi
dimostrargli	dimostrar,gli
dimostrarlo	dimostrar,lo
dimostrarmi	dimostrar,mi
dinne	di,ne
dipanarsi	dipanar,si
dircela	dir,ce,la
dircele	dir,ce,le
dirceli	dir,ce,li
dircelo	dir,ce,lo
dircene	dir,ce,ne
dirci	dir,ci
direttane	diretta,ne
direttasi	diretta,si
direttesi	dirette,si
direttisi	diretti,si
direttone	diretto,ne
direttosi	diretto,si
dirgli	dir,gli
dirgliela	dir,glie,la
dirgliele	dir,glie,le
dirglieli	dir,glie,li
dirglielo	dir,glie,lo
dirgliene	dir,glie,ne
dirigendocela	dirigendo,ce,la
dirigendocele	dirigendo,ce,le
dirigendoceli	dirigendo,ce,li
dirigendocelo	dirigendo,ce,lo
dirigendocene	dirigendo,ce,ne
dirigendoci	dirigendo,ci
dirigendogli	dirigendo,gli
dirigendogliela	dirigendo,glie,la
dirigendogliele	dirigendo,glie,le
dirigendoglieli	dirigendo,glie,li
dirigendoglielo	dirigendo,glie,lo
dirigendogliene	dirigendo,glie,ne
dirigendola	dirigendo,la
dirigendole	dirigendo,le
dirigendoli	dirigendo,li
dirigendolo	dirigendo,lo
dirigendomela	dirigendo,me,la
dirigendomele	dirigendo,me,le
dirigendomeli	dirigendo,me,li
dirigendomelo	dirigendo,me,lo
dirigendomene	dirigendo,me,ne
dirigendomi	dirigendo,mi
dirigendone	dirigendo,ne
dirigendosela	dirigendo,se,la
dirigendosele	dirigendo,se,le
dirigendoseli	dirigendo,se,li
dirigendoselo	dirigendo,se,lo
dirigendosene	dirigendo,se,ne
dirigendosi	dirigendo,si
dirigendotela	dirigendo,te,la
dirigendotele	dirigendo,te,le
dirigendoteli	dirigendo,te,li
dirigendotelo	dirigendo,te,lo
dirigendotene	dirigendo,te,ne
dirigendoti	dirigendo,ti
dirigendovela	dirigendo,ve,la
dirigendovele	dirigendo,ve,le
dirigendoveli	dirigendo,ve,li
dirigendovelo	dirigendo,ve,lo
dirigendovene	dirigendo,ve,ne
dirigendovi	dirigendo,vi
dirigercela	diriger,ce,la
dirigercele	diriger,ce,le
dirigerceli	diriger,ce,li
dirigercelo	diriger,ce,lo
dirigercene	diriger,ce,ne
dirigerci	diriger,ci
dirigergli	diriger,gli
dirigergliela	diriger,glie,la
dirigergliele	diriger,glie,le
dirigerglieli	diriger,glie,li
dirigerglielo	diriger,glie,lo
dirigergliene	diriger,glie,ne
dirigerla	diriger,la
dirigerle	diriger,le
dirigerli	diriger,li
dirigerlo	diriger,lo
dirigermela	diriger,me,la
dirigermele	diriger,me,le
dirigermeli	diriger,me,li
dirigermelo	diriger,me,lo
dirigermene	diriger,me,ne
dirigermi	diriger,mi
dirigerne	diriger,ne
dirigersela	diriger,se,la
dirigersele	diriger,se,le
dirigerseli	diriger,se,li
dirigerselo	diriger,se,lo
dirigersene	diriger,se,ne
dirigersi	diriger,si
dirigertela	diriger,te,la
dirigertele	diriger,te,le
dirigerteli	diriger,te,li
dirigertelo	diriger,te,lo
dirigertene	diriger,te,ne
dirigerti	diriger,ti
dirigervela	diriger,ve,la
dirigervele	diriger,ve,le
dirigerveli	diriger,ve,li
dirigervelo	diriger,ve,lo
dirigervene	diriger,ve,ne
dirigervi	diriger,vi
dirigetecela	dirigete,ce,la
dirigetecele	dirigete,ce,le
dirigeteceli	dirigete,ce,li
dirigetecelo	dirigete,ce,lo
dirigetecene	dirigete,ce,ne
dirigeteci	dirigete,ci
dirigetela	dirigete,la
dirigetele	dirigete,le
dirigeteli	dirigete,li
dirigetelo	dirigete,lo
dirigetemela	dirigete,me,la
dirigetemele	dirigete,me,le
dirigetemeli	dirigete,me,li
dirigetemelo	dirigete,me,lo
dirigetemi	dirigete,mi
dirigetene	dirigete,ne
dirigetevela	dirigete,ve,la
dirigetevele	dirigete,ve,le
dirigeteveli	dirigete,ve,li
dirigetevelo	dirigete,ve,lo
dirigetevene	dirigete,ve,ne
dirigetevi	dirigete,vi
dirigiamocela	dirigiamo,ce,la
dirigiamocele	dirigiamo,ce,le
dirigiamoceli	dirigiamo,ce,li
dirigiamocelo	dirigiamo,ce,lo
dirigiamocene	dirigiamo,ce,ne
dirigiamoci	dirigiamo,ci
dirigiamola	dirigiamo,la
dirigiamole	dirigiamo,le
dirigiamoli	dirigiamo,li
dirigiamolo	dirigiamo,lo
dirigiamone	dirigiamo,ne
dirigicela	dirigi,ce,la
dirigicele	dirigi,ce,le
dirigiceli	dirigi,ce,li
dirigicelo	dirigi,ce,lo
dirigicene	dirigi,ce,ne
dirigici	dirigi,ci
dirigigli	dirigi,gli
dirigigliela	dirigi,glie,la
dirigigliele	dirigi,glie,le
dirigiglieli	dirigi,glie,li
dirigiglielo	dirigi,glie,lo
dirigigliene	dirigi,glie,ne
dirigila	dirigi,la
dirigile	dirigi,le
dirigili	dirigi,li
dirigilo	dirigi,lo
dirigimela	dirigi,me,la
dirigimele	dirigi,me,le
dirigimeli	dirigi,me,li
dirigimelo	dirigi,me,lo
dirigimene	dirigi,me,ne
dirigimi	dirigi,mi
dirigine	dirigi,ne
dirigisela	dirigi,se,la
dirigisele	dirigi,se,le
dirigiseli	dirigi,se,li
dirigiselo	dirigi,se,lo
dirigisene	dirigi,se,ne
dirigisi	dirigi,si
dirigitela	dirigi,te,la
dirigitele	dirigi,te,le
dirigiteli	dirigi,te,li
dirigitelo	dirigi,te,lo
dirigitene	dirigi,te,ne
dirigiti	dirigi,ti
dirigivela	dirigi,ve,la
dirigivele	dirigi,ve,le
dirigiveli	dirigi,ve,li
dirigivelo	dirigi,ve,lo
dirigivene	dirigi,ve,ne
dirigivi	dirigi,vi
dirla	dir,la
dirle	dir,le
dirli	dir,li
dirlo	dir,lo
dirmela	dir,me,la
dirmele	dir,me,le
dirmeli	dir,me,li
dirmelo	dir,me,lo
dirmene	dir,me,ne
dirmi	dir,mi
dirne	dir,ne
dirsela	dir,se,la
dirsele	dir,se,le
dirseli	dir,se,li
dirselo	dir,se,lo
dirsene	dir,se,ne
dirsi	dir,si
dirtela	dir,te,la
dirtele	dir,te,le
dirteli	dir,te,li
dirtelo	dir,te,lo
dirtene	dir,te,ne
dirti	dir,ti
dirvela	dir,ve,la
dirvele	dir,ve,le
dirveli	dir,ve,li
dirvelo	dir,ve,lo
dirvene	dir,ve,ne
dirvi	dir,vi
discostandosi	discostando,si
discussane	discussa,ne
discussasi	discussa,si
discussesi	discusse,si
discussisi	discussi,si
discussone	discusso,ne
discussosi	discusso,si
discutendocela	discutendo,ce,la
discutendocele	discutendo,ce,le
discutendoceli	discutendo,ce,li
discutendocelo	discutendo,ce,lo
discutendocene	discutendo,ce,ne
discutendoci	discutendo,ci
